client_id	path	sentence	up_votes	down_votes	age	gender	accent
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	64515d5634b853be3d98e4dd6397e7b254dd01a07dd323895d0ac52a5952db2ece4f31bf56906f3de041d000097752c35c5ffdc6e43c21b1055deddbfedfe0a3	Ora, infatti, molti nuotatori utilizzano molto più le braccia piuttosto che le gambe	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	e5679326815797d1aae03ddb5b4eb90dc119ffc171585fcb989668ad23f965e763c8e9187d114cb4ef38d278e1b8b9f86d50b4ac53bd5a50c4c5c84bb4816bf5	Sotto l’aureola d’oro dei capelli	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	b43fc83f46f866f5a35c7eb9e5dd8b1278b5e8dd9b8cb9455e400fe8786338bfcf090a4b60162a0c92a052ec8ad8893233693e600faeb71ca82041245476ade8	Per questo devono stare tanto tempo al sole per asciugarsi le ali.	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	893c0ca5a1bf251d1701b8d2e61bf085d49c8dc9e2a003a0dbf2e58cfe42338e4a255566858d2155a132f2549a34e7e1d55c1e8aae665491e83196f44fa9d3fe	Sondrio è un comune di circa ventimila abitanti, non è piccolissimo.	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	ac341a39c59c2022212acd0e193d0bcf15c862382152dea36b4309326e9fa15b6663a79dad87c77f3b81b1a0f4b8b23898040f8d39b5017fc3d1ae207d098ef7	Di qui, col primo piroscafo in partenza, avrebbe fatto ritorno in Francia.	2	1			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	13d555a2a1f6d3c30c120c48de904c01d1e798d338e8abc540f54565e515be7f4b03f9462ed70dbeab4c1de9b6e36595e907f79483096c03feae467c0fda0166	Con lacrime e lamenti non si cura il mal di denti.	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	2cb7e3207387a8064a12edfb69241d7793ad991e9bcbd2094f6f77d8fc08d17f0e886274e79be90f264532abe5e0b44562c3cb1b13aa52e3c1900350081f4fd9	Ma tuttavia era da quel nome che occorreva partire per giungere alla verità.	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	055645619af725bf4804415809b44f41a0e32093e4853ba09182ace0025c59a9ce9e1f32df8aebc1a1d4e5931e40fbc806b2842d97537ff47a6ac0cf32b9dd0b	La figura sottostante rappresenta il rapporto con cui si presentano delle ellissi interconnesse tra di loro quando il rapporto non è uguale altrimenti si ottengono delle circonferenze.	2	1			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	30696b3b8576669d0f1f1c7ad748b3ff54e59630bbcebc1857f01d9029ceb9783ae6bdc0fee212e7dcb942b43eea85e7771514f6373bbda401f2c96b7e3c24b6	De Vincenti si fermò perplesso a guardarle.	2	0			
7a61ae0de54ac4502f986114d67f331d93ae29706e00b98bc24af6d02026db2bbf7daf82d894aadca4b44ac40e701e18e35976c50b49bad91343276aa559aaff	bc5abf29442bb01159461423bf2940c085f65c5a70af660de74d2be883376fdeccac417c721df37052d54ae09e9c8f8fd434ac6ab142abeb330852a9c469daba	In tutti i casi le attività di monitoraggio devono essere documentate mediante un efficace sistema di reportistica.	2	0			
